387,147,0
32,628,0
390,378,0
406,226,0
327,292,0
374,199,0
249,206,0
290,154,0
296,577,0
348,155,0
249,28,0
290,628,0
263,216,0
339,285,0
406,570,0
327,252,0
382,419,0
315,610,0
290,49,0
338,504,0
29,18,0
125,578,0
266,91,0
296,654,0
327,465,0
295,206,0
295,407,0
239,16,0
315,6,0
348,199,0
348,536,0
135,661,0
126,632,0
290,315,0
327,60,0
365,280,0
399,562,0
140,436,0
22,280,0
374,65,0
343,256,0
84,13,0
395,263,0
374,512,0
292,306,0
84,41,0
273,578,0
406,591,0
296,519,0
374,656,0
70,436,0
406,612,0
84,188,0
339,361,0
380,91,0
348,132,0
194,164,0
196,91,0
188,510,0
394,108,0
396,164,0
315,391,0
391,311,0
395,186,0
0,206,0
286,147,0
295,86,0
84,255,0
327,15,0
26,18,0
159,108,0
36,253,0
250,419,0
296,77,0
327,573,0
374,592,0
392,16,0
335,436,0
264,115,0
290,430,0
406,359,0
186,16,0
84,165,0
132,647,0
121,102,0
380,150,0
248,85,0
379,108,0
144,311,0
181,206,0
367,297,0
333,539,0
167,102,0
381,578,0
387,256,0
395,189,0
292,612,0
187,117,0
348,236,0
339,27,0
280,206,0
36,450,0
315,132,0
290,514,0
315,32,0
374,386,0
331,91,0
394,378,0
326,641,0
315,49,0
327,257,0
344,216,0
315,429,0
290,276,0
292,228,0
338,82,0
222,378,0
326,579,0
244,436,0
78,311,0
315,484,0
296,338,0
403,216,0
206,132,0
292,161,0
327,109,0
177,23,0
326,16,0
1,591,0
292,127,0
299,28,0
159,102,0
44,102,0
163,206,0
71,562,0
326,394,0
131,297,0
326,156,0
338,432,0
354,280,0
152,647,0
326,332,0
189,562,0
295,185,0
333,126,0
379,390,0
390,632,0
121,297,0
348,204,0
254,562,0
333,573,0
46,632,0
292,84,0
228,419,0
338,205,0
375,562,0
201,591,0
406,560,0
374,114,0
160,91,0
295,482,0
69,102,0
84,222,0
285,419,0
312,620,0
406,242,0
187,524,0
290,143,0
348,624,0
290,322,0
182,16,0
338,189,0
69,628,0
51,602,0
285,647,0
149,450,0
365,256,0
352,655,0
339,46,0
339,64,0
310,419,0
326,348,0
88,216,0
178,91,0
189,18,0
166,108,0
374,230,0
287,337,0
206,47,0
366,452,0
259,311,0
357,23,0
260,628,0
187,417,0
142,206,0
335,297,0
109,450,0
296,128,0
86,206,0
7,253,0
348,299,0
292,79,0
7,562,0
143,628,0
315,619,0
338,382,0
206,207,0
339,111,0
327,90,0
395,527,0
387,38,0
338,184,0
171,18,0
223,16,0
152,115,0
398,256,0
329,18,0
220,16,0
326,530,0
315,278,0
54,206,0
274,297,0
315,176,0
348,101,0
53,492,0
326,239,0
296,377,0
327,333,0
65,18,0
99,390,0
333,525,0
307,378,0
2,108,0
89,18,0
290,394,0
84,262,0
84,134,0
405,492,0
397,450,0
67,216,0
108,297,0
46,164,0
117,16,0
307,85,0
253,91,0
395,194,0
217,28,0
374,514,0
217,216,0
290,611,0
295,252,0
292,562,0
315,617,0
170,311,0
374,372,0
216,379,0
338,223,0
292,35,0
94,18,0
187,25,0
374,540,0
84,7,0
374,283,0
146,311,0
318,16,0
339,659,0
338,520,0
374,430,0
275,632,0
374,49,0
327,326,0
135,492,0
292,338,0
89,625,0
374,241,0
38,216,0
84,220,0
307,91,0
333,622,0
406,103,0
257,378,0
292,272,0
199,85,0
357,108,0
206,376,0
67,437,0
282,419,0
406,661,0
295,344,0
398,7,0
187,354,0
395,72,0
54,216,0
348,27,0
271,628,0
253,578,0
292,353,0
338,263,0
161,216,0
69,419,0
333,194,0
290,10,0
348,445,0
326,510,0
339,288,0
12,206,0
348,476,0
115,18,0
395,49,0
38,206,0
397,164,0
117,378,0
348,165,0
391,620,0
216,437,0
116,280,0
275,164,0
374,158,0
406,606,0
32,311,0
149,280,0
336,206,0
84,659,0
238,311,0
84,511,0
406,477,0
381,147,0
31,18,0
36,23,0
275,293,0
153,378,0
290,243,0
303,450,0
326,24,0
102,18,0
164,108,0
138,628,0
309,28,0
402,102,0
380,578,0
296,540,0
338,418,0
332,147,0
296,567,0
187,654,0
95,108,0
89,578,0
389,562,0
288,602,0
290,644,0
217,164,0
348,539,0
333,237,0
327,585,0
84,182,0
381,216,0
315,559,0
2,297,0
125,632,0
126,628,0
292,467,0
75,450,0
333,427,0
134,390,0
289,436,0
296,308,0
302,379,0
24,337,0
168,206,0
406,462,0
198,108,0
248,259,0
369,661,0
292,334,0
256,337,0
327,16,0
338,492,0
100,206,0
374,152,0
290,13,0
298,16,0
1,492,0
338,163,0
206,421,0
327,571,0
315,228,0
315,375,0
186,437,0
338,126,0
374,377,0
306,311,0
63,510,0
318,258,0
339,574,0
255,216,0
157,337,0
8,16,0
84,50,0
397,452,0
366,390,0
374,254,0
137,18,0
315,475,0
348,127,0
327,392,0
338,241,0
308,602,0
110,16,0
286,253,0
42,436,0
288,280,0
309,16,0
295,35,0
374,69,0
126,337,0
339,171,0
333,458,0
37,293,0
384,164,0
338,457,0
374,121,0
206,370,0
333,522,0
309,259,0
62,419,0
52,379,0
90,628,0
200,591,0
123,216,0
246,562,0
333,171,0
84,33,0
267,91,0
84,465,0
338,16,0
315,5,0
256,18,0
138,18,0
406,233,0
406,198,0
395,246,0
206,24,0
180,450,0
344,661,0
10,147,0
395,139,0
24,311,0
269,297,0
49,632,0
162,379,0
162,18,0
23,378,0
101,91,0
386,450,0
339,480,0
326,358,0
84,507,0
34,591,0
386,452,0
333,138,0
296,50,0
219,16,0
333,112,0
338,351,0
143,436,0
179,311,0
318,61,0
132,297,0
354,591,0
292,113,0
229,18,0
295,258,0
343,379,0
187,535,0
374,462,0
290,165,0
333,392,0
99,216,0
301,18,0
395,91,0
348,457,0
338,179,0
60,102,0
187,651,0
203,108,0
139,562,0
160,95,0
295,330,0
394,259,0
211,85,0
136,562,0
264,150,0
84,622,0
380,625,0
84,598,0
377,16,0
338,100,0
327,498,0
212,102,0
354,620,0
84,108,0
122,102,0
48,206,0
73,91,0
143,216,0
84,539,0
206,529,0
5,91,0
312,337,0
348,454,0
72,628,0
294,150,0
328,311,0
51,85,0
348,278,0
292,45,0
68,378,0
338,289,0
138,450,0
229,632,0
296,584,0
238,18,0
348,100,0
278,311,0
289,632,0
197,574,0
171,628,0
326,479,0
206,44,0
206,366,0
339,621,0
374,147,0
128,337,0
43,450,0
379,578,0
67,628,0
42,102,0
332,450,0
348,245,0
395,333,0
358,419,0
200,632,0
47,91,0
374,89,0
406,276,0
339,486,0
290,156,0
259,437,0
327,499,0
237,562,0
318,609,0
223,436,0
21,91,0
184,216,0
155,91,0
339,240,0
296,572,0
49,378,0
339,398,0
44,18,0
295,122,0
268,419,0
307,293,0
187,68,0
315,479,0
277,436,0
382,108,0
84,198,0
76,102,0
187,603,0
395,55,0
331,108,0
84,515,0
57,378,0
395,321,0
290,533,0
44,436,0
318,451,0
167,18,0
379,419,0
24,206,0
315,69,0
6,108,0
374,326,0
333,640,0
296,552,0
404,280,0
219,378,0
229,91,0
183,206,0
206,654,0
374,144,0
225,337,0
172,108,0
366,620,0
338,141,0
339,464,0
83,562,0
257,108,0
187,532,0
374,192,0
322,562,0
354,379,0
374,645,0
356,256,0
248,578,0
84,251,0
206,216,0
262,620,0
133,647,0
315,545,0
368,625,0
315,214,0
296,363,0
406,366,0
326,35,0
339,509,0
65,378,0
368,85,0
319,16,0
260,206,0
272,378,0
290,50,0
64,419,0
295,643,0
358,108,0
267,337,0
285,437,0
333,562,0
365,150,0
333,323,0
326,66,0
290,160,0
333,393,0
327,652,0
290,398,0
344,437,0
261,206,0
342,259,0
206,185,0
204,337,0
295,4,0
333,299,0
51,620,0
332,256,0
318,235,0
338,493,0
216,337,0
188,150,0
326,345,0
83,628,0
315,643,0
408,253,0
292,255,0
151,18,0
327,228,0
21,16,0
406,427,0
365,510,0
295,354,0
217,450,0
374,100,0
248,23,0
84,65,0
6,206,0
74,297,0
333,298,0
292,640,0
338,296,0
290,457,0
406,499,0
295,241,0
292,88,0
315,466,0
66,436,0
315,612,0
92,91,0
187,24,0
244,337,0
254,647,0
190,337,0
384,115,0
333,563,0
390,23,0
333,479,0
395,662,0
406,159,0
348,20,0
348,480,0
395,190,0
391,628,0
276,18,0
290,351,0
296,296,0
69,216,0
177,437,0
297,625,0
102,108,0
283,578,0
84,631,0
354,28,0
290,42,0
379,661,0
173,164,0
296,583,0
372,450,0
393,378,0
317,16,0
403,450,0
357,602,0
318,648,0
84,258,0
339,579,0
288,147,0
348,166,0
327,170,0
84,650,0
206,489,0
43,108,0
374,255,0
115,91,0
339,54,0
262,647,0
338,651,0
23,419,0
292,348,0
333,657,0
333,43,0
338,514,0
165,102,0
344,23,0
326,134,0
236,18,0
333,209,0
123,164,0
326,390,0
326,607,0
9,591,0
395,389,0
253,147,0
315,376,0
338,643,0
64,378,0
323,562,0
43,562,0
20,378,0
326,157,0
206,25,0
148,562,0
95,562,0
339,207,0
187,628,0
322,419,0
386,38,0
318,565,0
315,425,0
381,437,0
406,628,0
164,91,0
292,182,0
327,13,0
347,337,0
115,647,0
397,16,0
123,647,0
292,64,0
405,562,0
84,116,0
165,108,0
249,16,0
116,337,0
331,628,0
342,18,0
109,18,0
252,419,0
348,180,0
326,53,0
339,425,0
348,4,0
295,628,0
374,119,0
333,374,0
69,436,0
264,632,0
327,376,0
296,648,0
266,150,0
333,428,0
406,194,0
332,216,0
296,178,0
338,479,0
327,220,0
217,91,0
395,352,0
368,108,0
338,102,0
292,194,0
333,636,0
290,357,0
84,130,0
318,230,0
348,314,0
86,436,0
330,450,0
95,419,0
365,259,0
292,658,0
134,625,0
387,16,0
290,436,0
170,628,0
292,564,0
68,297,0
352,591,0
395,381,0
339,556,0
395,443,0
348,432,0
315,38,0
40,436,0
348,149,0
267,419,0
374,485,0
341,419,0
307,150,0
26,562,0
315,408,0
194,647,0
132,419,0
31,206,0
107,206,0
338,483,0
136,28,0
326,127,0
187,216,0
206,419,0
327,83,0
325,280,0
368,256,0
406,480,0
304,297,0
226,436,0
326,50,0
301,259,0
153,91,0
311,337,0
16,297,0
338,354,0
405,16,0
362,18,0
318,617,0
80,311,0
348,339,0
374,402,0
33,280,0
295,160,0
196,378,0
228,632,0
35,28,0
145,18,0
84,433,0
292,20,0
157,450,0
250,206,0
296,452,0
292,101,0
252,311,0
93,437,0
315,202,0
206,609,0
179,216,0
315,163,0
354,150,0
265,337,0
373,419,0
374,309,0
377,147,0
290,73,0
163,390,0
296,186,0
338,447,0
326,152,0
292,165,0
327,627,0
295,384,0
327,575,0
408,280,0
193,102,0
296,531,0
206,516,0
321,378,0
201,602,0
103,562,0
296,629,0
102,91,0
84,61,0
318,348,0
197,419,0
224,18,0
132,293,0
296,210,0
292,237,0
263,91,0
374,544,0
32,102,0
326,201,0
215,436,0
33,256,0
160,253,0
314,216,0
333,515,0
374,167,0
256,297,0
285,253,0
117,379,0
156,378,0
333,606,0
343,16,0
218,206,0
205,216,0
290,520,0
315,406,0
285,259,0
363,311,0
169,102,0
295,346,0
326,393,0
395,392,0
333,64,0
374,250,0
270,216,0
321,297,0
295,327,0
285,108,0
292,437,0
157,311,0
327,579,0
339,276,0
364,95,0
326,146,0
31,337,0
365,591,0
326,314,0
339,109,0
234,102,0
127,378,0
348,264,0
206,443,0
315,438,0
95,378,0
290,16,0
61,18,0
353,216,0
292,525,0
327,600,0
296,265,0
36,379,0
216,206,0
338,566,0
338,108,0
183,108,0
339,143,0
406,527,0
338,269,0
406,583,0
363,436,0
334,436,0
296,524,0
339,129,0
296,1,0
368,150,0
357,216,0
